,created_utc,id,author,num_comments,month,Ratio_Of_Gaps,Number_of_Gaps,Sentiment_Of_Post,Sentiment_Of_Comments,Score_Of_Comments,Score
759,2018-09-19 06:12:52,9h2os8,MeoGladio,2,9,0.0,0,0.6239,1.0,positive,Low
760,2018-09-19 09:19:53,9h3m6a,GlNKO,1,9,0.0,0,0.6643,0.0,neutral,neutral
761,2018-09-19 09:34:02,9h3or6,Tamago_Sushi,4,9,0.0,1,0.2805,0.0,neutral,Low
762,2018-09-19 10:51:52,9h43z2,moliverac8,2,9,0.0,1,0.4767,0.0,neutral,Low
763,2018-09-19 17:34:36,9h78ie,farmtechy,14,9,1.0,4,0.6244,1.0,positive,Low
764,2018-09-19 22:24:05,9h9p8d,praxiansec,6,9,0.0,0,0.8743,1.0,positive,Low
765,2018-09-20 10:53:55,9hea81,Muriel77,12,9,0.0,0,0.7133,1.0,neutral,Low
766,2018-09-20 12:25:45,9heum4,MaStA819,0,9,1.0,2,0.0,0.0,neutral,Low
767,2018-09-20 15:19:27,9hg5mu,fraggletalks,3,9,0.0,2,-0.9639,2.0,positive,neutral
768,2018-09-20 23:53:51,9hkau9,MaStA819,0,9,1.0,2,0.0,0.0,neutral,Low
769,2018-09-21 04:22:59,9hm4jl,jordanissport,1,9,0.75,7,0.9746,1.0,positive,Low
770,2018-09-21 17:14:44,9hs1dn,aless_s,1,9,1.0,2,-0.6159,0.0,neutral,Low
771,2018-09-21 19:56:18,9hth0y,Blazing_7,5,9,0.0,0,-0.3899,0.0,neutral,neutral
772,2018-09-22 14:24:58,9i01iw,Wintersoldierkb9,0,9,0.5,6,0.7726,0.0,neutral,Low
773,2018-09-22 16:43:26,9i12nk,xps9570,12,9,5.0,5,0.754,0.0,neutral,Low
774,2018-09-22 19:45:20,9i2hf3,rpersimmon,4,9,0.0,1,-0.5574,0.0,neutral,Low
775,2018-09-22 20:35:37,9i2uru,theimmortalfire1,7,9,0.0,0,-0.2732,1.0,positive,neutral
776,2018-09-22 21:16:07,9i35ef,FineError,2,9,0.0,1,0.948,1.0,positive,Low
777,2018-09-22 22:23:55,9i3mlb,rx273,1,9,0.0,0,0.4019,0.0,neutral,Low
778,2018-09-22 23:37:44,9i44en,IntnlManOfCode,4,9,0.0,1,0.6486,0.0,neutral,neutral
779,2018-09-23 03:01:24,9i5dj7,Latiken,6,9,3.0,3,0.5719,0.0,neutral,Low
780,2018-09-23 19:34:06,9ib6at,EternityOnDemand,15,9,0.0,0,0.768,0.0,positive,Low
781,2018-09-23 21:23:54,9ic2ww,frustratedwithdell,6,9,1.0,1,0.9276,1.0,positive,Low
782,2018-09-23 22:20:17,9iciib,CallmeRoostercogburn,1,9,1.5,5,0.2732,0.0,neutral,Low
783,2018-09-24 10:45:29,9igvkg,agaskew,8,9,1.0,2,-0.2056,1.0,positive,Low
784,2018-09-24 17:21:15,9ijvz1,SatchBoogie1,0,9,0.0,1,0.0772,0.0,neutral,Low
785,2018-09-24 19:44:42,9il5f8,-SUBW00FER-,13,9,0.0,0,-0.5859,1.0,highly_positive,Low
786,2018-09-24 22:11:43,9imefo,creep303,6,9,0.0,0,0.0,0.0,neutral,Low
787,2018-09-25 01:22:39,9inu2k,CallmeRoostercogburn,15,9,1.5,5,-0.8146,1.0,positive,Low
788,2018-09-25 04:19:22,9ip23m,Zoomichi,8,9,0.3333333333333333,4,0.2876,1.0,positive,Low
789,2018-09-25 07:16:48,9iq17h,lazybender,9,9,1.0,2,0.4939,2.0,positive,Low
790,2018-09-25 12:07:04,9irjep,shresthabijay26,4,9,1.0,1,0.1154,0.0,positive,Low
791,2018-09-25 19:13:08,9iv49y,RailingRailRoad,6,9,0.0,0,0.5621,0.0,positive,Low
792,2018-09-25 20:30:52,9ivssx,yboosted,3,9,0.0,1,0.8747,0.0,neutral,Low
793,2018-09-25 21:00:50,9iw1yu,minimilitia,2,9,0.0,0,0.3291,1.0,positive,Low
794,2018-09-25 21:15:42,9iw6ko,frustratedwithdell,2,9,1.0,1,-0.352,1.0,positive,Low
795,2018-09-25 22:16:44,9iwod5,chessiesystem,0,9,0.0,0,0.716,0.0,neutral,Low
796,2018-09-26 15:48:18,9j3p4z,Slaskwroclaw18,7,9,1.0,2,0.7902,0.0,neutral,Low
797,2018-09-26 17:19:44,9j4j1l,shresthabijay26,11,9,1.0,1,-0.7783,0.0,neutral,Low
798,2018-09-26 20:00:48,9j5z57,bladeroyce,16,9,1.0,1,0.4386,0.0,neutral,Low
799,2018-09-26 21:54:02,9j6yb6,gnwjd12,13,9,1.75,11,0.995,0.0,neutral,Low
800,2018-09-26 22:36:36,9j7agi,binaryjigsaw,5,9,0.0,1,0.8196,2.0,positive,Low
801,2018-09-27 01:01:42,9j8d1q,zachpeanut61,12,9,0.0,0,-0.5555,0.0,highly_positive,Low
802,2018-09-27 17:43:52,9jf00m,eugenedebitcard,2,9,0.0,1,-0.7081,0.0,neutral,Low
803,2018-09-27 18:12:01,9jf8o2,MiamiVA,2,9,0.0,3,0.7536,0.0,neutral,Low
804,2018-09-27 20:08:37,9jg8fz,qu4ntumm,3,9,0.0,0,0.7319,0.0,neutral,Low
805,2018-09-27 20:53:10,9jglvb,bladeroyce,25,9,1.0,1,0.0387,0.0,neutral,Low
806,2018-09-27 21:03:51,9jgp3w,eintown,0,9,1.0,2,-0.6124,0.0,neutral,Low
807,2018-09-27 21:34:03,9jgydx,dbailyn,2,9,0.0,0,0.212,0.0,highly_positive,neutral
808,2018-09-28 00:57:32,9jihvm,ANGDEAD,4,9,0.0,0,0.8957,0.0,neutral,Low
809,2018-09-28 08:16:01,9jl56e,FateWrecks,0,9,0.5,6,0.0,0.0,neutral,Low
810,2018-09-28 15:06:56,9jnqww,Crypto-Rookie,11,9,2.3333333333333335,10,0.9153,0.0,neutral,Low
811,2018-09-28 16:13:39,9jobmj,xps9570,0,9,5.0,5,0.8381,0.0,neutral,Low
812,2018-09-28 19:31:31,9jq1b8,xps9570,7,9,5.0,5,0.0,0.0,neutral,Low
813,2018-09-29 04:22:55,9jts5w,sandys1,10,9,0.0,0,-0.7204,0.0,positive,Low
814,2018-09-29 06:08:43,9jubxr,xps9570,33,9,5.0,5,0.1053,0.0,neutral,Low
815,2018-09-29 09:16:38,9jv6md,Crypto-Rookie,12,9,2.3333333333333335,10,-0.3404,1.0,positive,Low
816,2018-09-29 13:04:15,9jwh8m,hanzein,7,9,0.5,3,0.504,0.0,neutral,Low
817,2018-09-29 13:26:11,9jwnwi,thegremlin599,15,9,1.0,6,0.6597,0.0,neutral,neutral
818,2018-09-29 17:27:14,9jyu96,xps9570,29,9,5.0,5,-0.0772,0.0,neutral,Low
819,2018-09-29 18:00:34,9jz3ls,szymonm2,4,9,0.0,1,0.4473,0.0,neutral,Low
820,2018-09-29 22:58:31,9k1cms,defunctAI,6,9,0.0,0,0.4404,0.0,highly_positive,Low
821,2018-09-29 23:25:45,9k1j9c,Melonus,5,9,0.0,1,-0.4872,1.0,positive,Low
822,2018-09-30 07:06:07,9k4dts,xps9570,4,9,5.0,5,-0.6486,0.0,neutral,Low
823,2018-09-30 15:05:33,9k70ag,-A-Unique-User-Name-,6,9,0.0,0,-0.6513,1.0,positive,Low
824,2018-09-30 16:38:49,9k7raf,Tamago_Sushi,5,9,0.0,1,-0.4497,0.0,neutral,Low
825,2018-09-30 18:14:45,9k8kfr,givinit,3,9,0.0,0,0.9206,0.0,neutral,Low
826,2018-09-30 19:31:14,9k97o0,relex_,21,9,0.0,0,-0.1761,0.0,neutral,Low
